Unnamed: 0,emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,emg_9,glove_0,glove_1,glove_2,glove_3,glove_4,glove_5,glove_6,glove_7,glove_8,glove_9,glove_10,glove_11,glove_12,glove_13,glove_14,glove_15,glove_16,glove_17,glove_18,glove_19,glove_20,glove_21,exercise,stimulus,restimulus,repetition,rerepetition,subject
59012,0.0024,0.0171,0.1343,0.083,0.0024,0.0293,0.2222,0.2002,0.1514,0.1538,105.0,115.0,117.0,137.0,97.0,59.0,76.0,82.0,75.0,76.0,161.0,100.05233709485636,92.94766290514364,71.0,155.05233709485634,100.94766290514364,68.0,82.0,144.0,179.0,141.0,114.0,1,8,8,1,1,10
59013,0.0024,0.0146,0.1245,0.0757,0.0024,0.0391,0.2246,0.1929,0.1318,0.1514,105.0,115.0,117.0,137.0,97.0,59.0,76.0,82.0,75.0,76.0,161.0,100.31834596558387,92.68165403441613,71.0,155.31834596558386,100.68165403441613,68.0,82.0,144.0,179.0,141.0,114.0,1,8,8,1,1,10
59014,0.0024,0.0122,0.1196,0.0635,0.0024,0.0488,0.2222,0.1953,0.1099,0.1489,105.0,115.0,117.0,137.0,97.0,59.0,76.0,82.0,75.0,76.0,161.0,100.58567722283674,92.41432277716326,71.0,155.58567722283672,100.41432277716326,68.0,82.0,144.0,179.0,141.0,114.0,1,8,8,1,1,10
59015,0.0024,0.0098,0.1123,0.0562,0.0024,0.0488,0.2075,0.1929,0.0977,0.1636,105.0,115.0,117.0,137.0,97.0,59.0,76.0,82.0,75.0,76.0,161.0,100.8524490191543,92.1475509808457,71.0,155.8524490191543,100.1475509808457,68.0,82.0,144.0,179.0,141.0,114.0,1,8,8,1,1,10
59016,0.0024,0.0073,0.1074,0.0488,0.0024,0.0513,0.188,0.1831,0.1001,0.1758,105.1190112955729,115.0,117.0,137.0,97.0,59.0,76.0,82.0,75.0,76.0,161.0,101.0,92.0,71.0,156.0,99.8809887044271,67.8809887044271,82.0,144.1190112955729,179.0,141.0,114.0,1,8,8,1,1,10
59017,0.0024,0.0049,0.1172,0.0464,0.0024,0.0488,0.166,0.1636,0.1147,0.1929,105.38500660589368,115.0,117.0,137.0,97.0,59.0,76.0,82.0,75.0,76.0,161.0,101.0,92.0,71.0,156.0,99.61499339410632,67.61499339410632,82.0,144.3850066058937,179.0,141.0,114.0,1,8,8,1,1,10
59018,0.0024,0.0049,0.127,0.0586,0.0024,0.0415,0.1489,0.144,0.1245,0.2002,105.6523751390276,115.0,117.0,137.0,97.0,59.0,76.0,82.0,75.0,76.0,161.0,101.0,92.0,71.0,156.0,99.3476248609724,67.34762486097239,82.0,144.6523751390276,179.0,141.0,114.0,1,8,8,1,1,10
59019,0.0024,0.0073,0.1245,0.0708,0.0024,0.0391,0.1367,0.1318,0.144,0.2051,105.91943851752929,115.0,117.0,137.0,97.0,59.0,76.0,82.0,75.0,76.0,161.0,101.0,92.0,71.0,156.0,99.08056148247071,67.08056148247073,82.0,144.91943851752927,179.0,141.0,114.0,1,8,8,1,1,10
59020,0.0024,0.0049,0.1147,0.0732,0.0024,0.0366,0.1514,0.1245,0.1538,0.2148,106.0,115.18564670050604,117.0,137.0,97.0,59.0,76.0,82.0,74.81435329949396,76.0,161.0,101.18564670050604,92.0,71.18564670050604,156.18564670050603,98.62870659898792,67.0,82.0,144.81435329949397,179.0,140.81435329949397,114.0,1,8,8,1,1,10
59021,0.0024,0.0122,0.1123,0.0708,0.0049,0.0391,0.1758,0.1245,0.1685,0.2393,106.0,115.45170642400808,117.0,137.0,97.0,59.0,76.0,82.0,74.54829357599193,76.0,161.0,101.45170642400808,92.0,71.45170642400807,156.45170642400805,98.09658715198388,67.0,82.0,144.54829357599195,179.0,140.54829357599195,114.0,1,8,8,1,1,10
59022,0.0024,0.0122,0.1074,0.0684,0.0073,0.0415,0.2124,0.1318,0.1855,0.2588,106.0,115.71898682843468,117.0,137.0,97.0,59.0,76.0,82.0,74.28101317156532,76.0,161.0,101.71898682843468,92.0,71.71898682843468,156.71898682843468,97.56202634313064,67.0,82.0,144.28101317156532,179.0,140.28101317156532,114.0,1,8,8,1,1,10
59023,0.0024,0.0073,0.0952,0.0659,0.0073,0.0439,0.2588,0.1318,0.1855,0.293,106.0,115.9855551600716,117.0,137.0,97.0,59.0,76.0,82.0,74.01444483992839,76.0,161.0,101.9855551600716,92.0,71.98555516007161,156.9855551600716,97.02888967985676,67.0,82.0,144.0144448399284,179.0,140.0144448399284,114.0,1,8,8,1,1,10
59024,0.0024,0.0073,0.0977,0.083,0.0122,0.0439,0.2881,0.1318,0.188,0.3271,106.0,116.25227607015448,117.0,137.0,97.0,59.0,76.0,82.25227607015447,74.0,76.0,161.0,102.25227607015448,91.74772392984552,72.0,157.2522760701545,96.2431717895366,67.0,82.0,143.2431717895366,179.0,140.0,114.0,1,8,8,1,1,10
59025,0.0024,0.0146,0.1123,0.1025,0.0146,0.0366,0.2856,0.1294,0.1904,0.3467,106.0,116.5183357865585,117.0,137.0,97.0,59.0,76.0,82.5183357865585,74.0,76.0,161.0,102.5183357865585,91.4816642134415,72.0,157.51833578655848,95.44499264032451,67.0,82.0,142.44499264032453,179.0,140.0,114.0,1,8,8,1,1,10
59026,0.0024,0.0195,0.1343,0.1196,0.0146,0.0464,0.2832,0.1221,0.1929,0.3613,106.0,116.78561618385451,117.0,137.0,97.0,59.0,76.0,82.78561618385453,74.0,76.0,161.0,102.78561618385451,91.21438381614549,72.0,157.78561618385453,94.6431514484364,67.0,82.0,141.6431514484364,179.0,140.0,114.0,1,8,8,1,1,10
59027,0.0024,0.022,0.1538,0.127,0.0146,0.0488,0.2856,0.1172,0.2148,0.3882,106.0,117.0461869749756,117.0,137.0,97.0461869749756,59.0,76.0,83.04618697497561,74.0,76.0,161.0,103.09237394995124,90.9538130250244,72.0,158.04618697497563,93.76906512512193,67.0,82.04618697497561,140.86143907507315,179.0,139.95381302502437,114.0,1,8,8,1,1,10
59028,0.0024,0.022,0.1587,0.1221,0.0146,0.0439,0.2686,0.1099,0.2271,0.3809,106.0,117.28093720455048,117.0,137.0,97.28093720455048,59.0,76.0,83.28093720455048,74.0,76.0,161.0,103.56187440910097,90.71906279544952,72.0,158.2809372045505,92.5953139772476,67.0,82.28093720455048,140.15718838634854,179.0,139.7190627954495,114.0,1,8,8,1,1,10
59029,0.0024,0.0244,0.1611,0.127,0.0146,0.0415,0.2734,0.1099,0.2344,0.376,106.0,117.51618115293492,117.0,137.0,97.51618115293492,59.0,76.0,83.51618115293493,74.0,76.0,161.0,104.03236230586988,90.48381884706508,72.0,158.51618115293493,91.41909423532532,67.0,82.51618115293493,139.4514565411952,179.0,139.48381884706507,114.0,1,8,8,1,1,10
59030,0.0024,0.0342,0.1831,0.1465,0.0171,0.0415,0.2808,0.1074,0.2441,0.3857,106.0,117.75209837569902,117.0,137.0,97.75209837569902,59.0,76.0,83.75209837569902,74.0,76.0,161.0,104.50419675139804,90.24790162430098,72.0,158.752098375699,90.2395081215049,67.0,82.75209837569902,138.74370487290292,179.0,139.247901624301,114.0,1,8,8,1,1,10
59031,0.0024,0.0366,0.1953,0.1538,0.0195,0.0439,0.2783,0.1514,0.2808,0.3931,106.0,117.98738722472622,117.0,137.0,97.98738722472622,59.0,76.0,83.98738722472622,74.0,76.0,161.0,104.97477444945244,90.01261277527378,72.0,158.98738722472623,89.06306387636887,67.0,82.98738722472622,138.03783832582133,179.0,139.01261277527377,114.0,1,8,8,1,1,10
59032,0.0024,0.0391,0.1978,0.1538,0.0195,0.0488,0.2734,0.1733,0.2856,0.4248,106.25263212652168,118.5052642530434,117.0,137.2526321265217,98.25263212652168,59.0,76.0,84.25263212652169,73.74736787347831,76.0,161.0,105.5052642530434,89.74736787347831,72.25263212652169,159.50526425304338,87.48420724086984,66.74736787347831,83.0,136.48420724086984,178.7473678734783,139.0,114.0,1,8,8,1,1,10
59033,0.0024,0.0366,0.2051,0.144,0.0146,0.0537,0.2686,0.1807,0.2759,0.4395,106.5183866531871,119.0367733063742,117.0,137.5183866531871,98.5183866531871,59.0,76.0,84.5183866531871,73.4816133468129,76.0,161.0,106.0367733063742,89.4816133468129,72.5183866531871,160.0367733063742,85.88968008087741,66.4816133468129,83.0,134.8896800808774,178.4816133468129,139.0,114.0,1,8,8,1,1,10
59034,0.0024,0.0317,0.2173,0.144,0.0171,0.0732,0.2515,0.1831,0.2856,0.437,106.7858196426929,119.5716392853858,117.0,137.7858196426929,98.7858196426929,59.0,76.0,84.7858196426929,73.2141803573071,76.0,161.0,106.5716392853858,89.2141803573071,72.7858196426929,160.5716392853858,84.28508214384262,66.2141803573071,83.0,133.2850821438426,178.2141803573071,139.0,114.0,1,8,8,1,1,10
59035,0.0024,0.0415,0.2686,0.1587,0.0171,0.083,0.2344,0.1807,0.3198,0.4272,107.05233445878464,120.10466891756924,117.0,138.0,99.05233445878464,58.94766554121538,76.0,85.10466891756924,72.94766554121537,76.05233445878463,161.0,107.10466891756924,88.94766554121537,73.0,161.10466891756926,82.73832770607689,65.94766554121537,83.0,131.7383277060769,177.94766554121537,138.94766554121537,114.0,1,8,8,1,1,10
59036,0.0024,0.0464,0.2905,0.1709,0.0195,0.083,0.2271,0.1758,0.3345,0.4297,107.31914353279596,120.63828706559192,117.0,138.0,99.31914353279596,58.68085646720404,76.0,85.63828706559192,72.68085646720404,76.31914353279596,161.0,107.63828706559192,88.68085646720404,73.0,161.63828706559192,81.40428233602019,65.68085646720404,83.0,130.4042823360202,177.68085646720405,138.68085646720405,114.0,1,8,8,1,1,10
59037,0.0024,0.0537,0.3125,0.1733,0.0146,0.0806,0.2344,0.1831,0.3467,0.4565,107.58503714271636,121.17007428543272,117.0,138.0,99.58503714271636,58.41496285728363,76.0,86.17007428543273,72.41496285728363,76.58503714271637,161.0,108.17007428543272,88.41496285728363,73.0,162.17007428543275,80.07481428641816,65.41496285728363,83.0,129.07481428641816,177.41496285728363,138.41496285728363,114.0,1,8,8,1,1,10
59038,0.0024,0.0586,0.3101,0.166,0.0098,0.0732,0.249,0.1758,0.332,0.4736,107.85240564919935,121.70481129839872,117.0,138.0,99.85240564919935,58.147594350800645,76.0,86.70481129839871,72.14759435080065,76.85240564919935,161.0,108.70481129839872,88.14759435080065,73.0,162.7048112983987,78.73797175400323,65.14759435080065,83.0,127.73797175400324,177.14759435080063,138.14759435080063,114.0,1,8,8,1,1,10
59039,0.0024,0.0562,0.293,0.1538,0.0073,0.0708,0.2441,0.1709,0.3101,0.481,108.0,122.11894586535163,117.0,138.0,100.35683759605494,57.88105413464835,76.0,87.2378917307033,71.88105413464835,77.0,161.0,109.35683759605494,87.88105413464835,73.0,163.2378917307033,77.52421653859341,65.0,83.0,126.5242165385934,176.88105413464834,137.88105413464834,114.0,1,8,8,1,1,10
59040,0.0024,0.0464,0.2637,0.1392,0.0024,0.0659,0.2368,0.1709,0.293,0.4858,108.0,122.38588727463468,117.0,138.0,101.157661823904,57.61411272536534,76.0,87.77177454926932,71.61411272536533,77.0,161.0,110.157661823904,87.61411272536533,73.0,163.77177454926934,76.45645090146134,65.0,83.0,125.45645090146134,176.61411272536537,137.61411272536537,114.0,1,8,8,1,1,10
59041,0.0024,0.0513,0.2515,0.127,0.0024,0.061,0.2368,0.1782,0.2808,0.5054,108.0,122.65191291369842,117.0,138.0,101.95573874109527,57.348087086301575,76.0,88.30382582739685,71.34808708630158,77.0,161.0,110.95573874109527,87.34808708630158,73.0,164.30382582739685,75.39234834520629,65.0,83.0,124.39234834520629,176.34808708630158,137.34808708630158,114.0,1,8,8,1,1,10
59042,0.0024,0.061,0.2515,0.127,0.0073,0.0562,0.2466,0.1758,0.3052,0.5835,108.0,122.9192104099085,117.0,138.0,102.75763122972552,57.08078959009149,76.0,88.83842081981702,71.0807895900915,77.0,161.0,111.75763122972552,87.0807895900915,73.0,164.838420819817,74.32315836036598,65.0,83.0,123.32315836036598,176.08078959009148,137.08078959009148,114.0,1,8,8,1,1,10
59043,0.0024,0.0757,0.271,0.1367,0.0122,0.0586,0.2881,0.1831,0.354,0.6372,108.18581235883435,123.55743707650312,117.0,138.0,103.37162471766877,56.628375282331255,76.18581235883437,89.18581235883437,70.62837528233125,77.18581235883437,161.0,112.37162471766877,86.81418764116563,73.18581235883437,165.18581235883437,73.25675056466251,64.81418764116563,83.18581235883437,122.25675056466252,175.62837528233126,136.81418764116563,114.0,1,8,8,1,1,10
59044,0.0024,0.0806,0.2881,0.1489,0.0146,0.0732,0.3101,0.1831,0.376,0.6323,108.45202135612,124.35606406836004,117.0,138.0,103.90404271224,56.09595728775998,76.45202135612001,89.45202135612001,70.09595728775999,77.45202135612001,161.0,112.90404271224,86.54797864387999,73.45202135612001,165.45202135612,72.19191457551996,64.54797864387999,83.45202135612001,121.19191457551996,175.09595728775997,136.54797864388,114.0,1,8,8,1,1,10
59045,0.0024,0.0757,0.2783,0.1465,0.0195,0.0806,0.3149,0.1758,0.3638,0.6152,108.71843374999816,125.15530124999452,117.0,138.0,104.43686749999634,55.56313250000365,76.71843374999817,89.71843374999817,69.56313250000366,77.71843374999817,161.0,113.43686749999634,86.28156625000183,73.71843374999817,165.71843374999818,71.12626500000731,64.28156625000183,83.71843374999817,120.12626500000732,174.56313250000366,136.28156625000182,114.0,1,8,8,1,1,10
59046,0.0024,0.0757,0.2808,0.1465,0.022,0.0879,0.3174,0.1709,0.3369,0.6299,108.9856089409424,125.95682682282718,117.0,138.0,104.97121788188478,55.02878211811521,76.9856089409424,89.9856089409424,69.02878211811522,77.9856089409424,161.0,113.97121788188478,86.0143910590576,73.9856089409424,165.9856089409424,70.05756423623042,64.0143910590576,83.9856089409424,119.05756423623042,174.0287821181152,136.0143910590576,114.0,1,8,8,1,1,10
59047,0.0024,0.0708,0.2563,0.1318,0.0269,0.1001,0.3369,0.1636,0.3149,0.6616,109.36940824993408,126.18470412496704,117.0,138.18470412496703,105.18470412496704,54.81529587503296,77.0,90.36940824993408,68.81529587503296,78.0,161.0,114.36940824993408,85.81529587503296,74.18470412496704,166.36940824993408,69.44588762509888,63.81529587503296,84.0,118.0764793751648,173.81529587503297,136.0,114.0,1,8,8,1,1,10
59048,0.0024,0.061,0.2515,0.1416,0.0342,0.1099,0.3369,0.1563,0.3003,0.6665,109.7595087247047,126.37975436235236,117.0,138.37975436235234,105.37975436235236,54.62024563764765,77.0,90.7595087247047,68.62024563764764,78.0,161.0,114.7595087247047,85.62024563764764,74.37975436235236,166.75950872470472,68.86073691294294,63.62024563764765,84.0,117.10122818823824,173.62024563764766,136.0,114.0,1,8,8,1,1,10
59049,0.0024,0.061,0.2759,0.1636,0.0317,0.1074,0.3442,0.1538,0.3345,0.7373,110.14886489397706,126.57443244698854,117.0,138.57443244698854,105.57443244698854,54.42556755301147,77.0,91.14886489397706,68.42556755301146,78.0,161.0,115.14886489397706,85.42556755301146,74.57443244698854,167.14886489397708,68.2767026590344,63.42556755301147,84.0,116.12783776505734,173.42556755301146,136.0,114.0,1,8,8,1,1,10
59050,0.0024,0.0757,0.3027,0.1758,0.0293,0.1025,0.3369,0.1855,0.3589,0.7617,110.53993300894032,126.76996650447016,117.0,138.76996650447018,105.76996650447016,54.23003349552984,77.0,91.53993300894032,68.23003349552984,78.0,161.0,115.53993300894032,85.23003349552984,74.76996650447016,167.53993300894032,67.69010048658951,63.23003349552984,84.0,115.1501674776492,173.23003349552982,136.0,114.0,1,8,8,1,1,10
59051,0.0024,0.0854,0.3247,0.1904,0.0269,0.0928,0.3223,0.2051,0.3613,0.7642,110.93010790267614,126.96505395133806,117.0,138.96505395133806,105.96505395133806,54.03494604866193,77.0,91.93010790267614,68.03494604866194,78.0,161.0,115.93010790267614,85.03494604866194,74.96505395133806,167.93010790267613,67.1048381459858,63.03494604866193,84.0,114.17473024330968,173.03494604866194,136.0,114.0,1,8,8,1,1,10
59052,0.0024,0.0806,0.3101,0.1831,0.022,0.0806,0.3149,0.21,0.3394,0.8081,111.43790048214976,127.21895024107488,117.0,139.0,106.65685072322464,53.78104975892512,77.21895024107488,92.43790048214976,67.78104975892512,78.21895024107488,161.0,116.21895024107488,84.78104975892512,75.0,168.43790048214976,66.56209951785024,62.78104975892512,84.0,112.9052487946256,172.56209951785024,135.78104975892512,114.0,1,8,8,1,1,10
59053,0.0024,0.0757,0.2954,0.1709,0.0171,0.0659,0.3101,0.2051,0.332,0.8569,111.96989117033696,127.48494558516848,117.0,139.0,107.4548367555054,53.515054414831525,77.48494558516848,92.96989117033696,67.51505441483152,78.48494558516848,161.0,116.48494558516848,84.51505441483152,75.0,168.96989117033695,66.03010882966305,62.515054414831525,84.0,111.57527207415764,172.03010882966305,135.51505441483152,114.0,1,8,8,1,1,10
59054,0.0024,0.0854,0.2881,0.1636,0.0122,0.0586,0.332,0.2026,0.3101,0.9204,112.5044247966584,127.7522123983292,117.0,139.0,108.2566371949876,53.2477876016708,77.75221239832919,93.5044247966584,67.24778760167081,78.75221239832919,161.0,116.7522123983292,84.24778760167081,75.0,169.50442479665838,65.4955752033416,62.2477876016708,84.0,110.238938008354,171.49557520334162,135.2477876016708,114.0,1,8,8,1,1,10
59055,0.0024,0.0952,0.2808,0.1489,0.0098,0.0537,0.3271,0.2051,0.3076,0.8887,113.01952222370409,128.0195222237041,117.0,139.0,109.03904444740816,52.98047777629592,78.0,94.01952222370409,67.0,79.0,161.0,117.01952222370409,84.0,75.0,170.0195222237041,64.96095555259184,61.98047777629592,84.01952222370409,108.94143332888775,170.9804777762959,135.0,113.98047777629591,1,8,8,1,1,10
59056,0.0049,0.1001,0.2832,0.144,0.0146,0.0562,0.3296,0.2026,0.3149,0.9106,113.29451695844236,128.29451695844236,117.0,139.0,109.58903391688474,52.70548304155763,78.0,94.29451695844236,67.0,79.0,161.0,117.29451695844236,84.0,75.0,170.29451695844236,64.41096608311526,61.70548304155763,84.29451695844237,108.11644912467288,170.70548304155764,135.0,113.70548304155764,1,8,8,1,1,10
59057,0.0049,0.105,0.2954,0.1489,0.022,0.0732,0.354,0.2026,0.3101,0.9351,113.57156387622469,128.57156387622467,117.0,139.0,110.14312775244936,52.42843612377532,78.0,94.57156387622469,67.0,79.0,161.0,117.57156387622469,84.0,75.0,170.57156387622467,63.85687224755064,61.42843612377532,84.57156387622469,107.28530837132595,170.42843612377533,135.0,113.42843612377531,1,8,8,1,1,10
59058,0.0024,0.105,0.2954,0.1465,0.0244,0.0928,0.3662,0.1978,0.2979,0.9351,113.84719005194592,128.84719005194592,117.0,139.0,110.69438010389185,52.152809948054085,78.0,94.84719005194592,67.0,79.0,161.0,117.84719005194592,84.0,75.0,170.84719005194592,63.30561989610817,61.152809948054085,84.84719005194592,106.45842984416224,170.15280994805408,135.0,113.15280994805408,1,8,8,1,1,10
59059,0.0024,0.1001,0.2808,0.144,0.022,0.1001,0.3784,0.1831,0.2783,0.9863,114.11892771414128,129.0,117.0,139.0,111.11892771414128,51.88107228585872,78.0,95.11892771414128,66.88107228585872,79.11892771414128,161.11892771414128,118.0,84.0,75.0,171.11892771414128,63.0,61.0,85.0,105.64321685757616,169.76214457171744,135.0,113.0,1,8,8,1,1,10
59060,0.0024,0.0952,0.2637,0.1367,0.0195,0.0977,0.376,0.1733,0.2515,1.0181,114.38562490265484,129.0,117.0,139.0,111.38562490265484,51.61437509734516,78.0,95.38562490265484,66.61437509734516,79.38562490265484,161.38562490265485,118.0,84.0,75.0,171.38562490265485,63.0,61.0,85.0,104.84312529203548,169.22875019469032,135.0,113.0,1,8,8,1,1,10
59061,0.0024,0.0928,0.2759,0.1416,0.0146,0.0903,0.3882,0.1709,0.249,1.0645,114.65166080401946,129.0,117.0,139.0,111.65166080401946,51.34833919598055,78.0,95.65166080401946,66.34833919598054,79.65166080401946,161.65166080401946,118.0,84.0,75.0,171.65166080401946,63.0,61.0,85.0,104.04501758794164,168.6966783919611,135.0,113.0,1,8,8,1,1,10
59062,0.0024,0.0879,0.271,0.1343,0.0146,0.0806,0.4004,0.1611,0.2612,1.1108,114.91901927977898,129.0,117.0,139.0,111.91901927977898,51.08098072022102,78.0,95.91901927977898,66.08098072022102,79.91901927977898,161.91901927977898,118.0,84.0,75.0,171.91901927977898,63.0,61.0,85.0,103.24294216066306,168.16196144044204,135.0,113.0,1,8,8,1,1,10
59063,0.0024,0.0903,0.2515,0.1294,0.0146,0.0732,0.4321,0.1611,0.2808,1.1182,115.18568811054595,129.0,117.0,139.0,112.18568811054595,50.81431188945405,78.0,96.18568811054595,65.81431188945405,80.0,162.0,118.0,83.81431188945405,75.18568811054595,172.18568811054595,62.81431188945405,60.81431188945405,85.0,102.44293566836215,167.6286237789081,134.81431188945405,113.0,1,8,8,1,1,10
59064,0.0024,0.0952,0.2393,0.1245,0.0146,0.0684,0.4688,0.1709,0.3101,1.0986,115.45229376401738,129.0,117.0,139.0,112.45229376401738,50.547706235982616,78.0,96.45229376401738,65.54770623598262,80.0,162.0,118.0,83.54770623598262,75.45229376401738,172.45229376401738,62.547706235982616,60.547706235982616,85.0,101.64311870794783,167.09541247196523,134.54770623598262,113.0,1,8,8,1,1,10
59065,0.0024,0.0952,0.2173,0.1221,0.0171,0.061,0.4834,0.1709,0.3223,1.1499,115.71833995832542,129.0,117.0,139.0,112.71833995832542,50.28166004167458,78.0,96.71833995832542,65.28166004167458,80.0,162.0,118.0,83.28166004167458,75.71833995832542,172.71833995832543,62.28166004167458,60.28166004167458,85.0,100.84498012502377,166.56332008334917,134.28166004167457,113.0,1,8,8,1,1,10
59066,0.0024,0.0879,0.2075,0.1196,0.0146,0.0513,0.4639,0.1709,0.3418,1.1157,115.98560677148616,129.0,117.0,139.0,112.98560677148616,50.01439322851385,78.0,96.98560677148616,65.01439322851385,80.0,162.0,118.0,83.01439322851385,75.98560677148615,172.98560677148615,62.01439322851385,60.01439322851385,85.0,100.04317968554156,166.0287864570277,134.01439322851385,113.0,1,8,8,1,1,10
59067,0.0024,0.0879,0.2197,0.1221,0.0146,0.0415,0.4614,0.1636,0.3442,1.189,116.50450175867816,129.2522508793391,117.0,139.0,113.25225087933909,50.0,78.0,97.25225087933909,64.74774912066091,80.25225087933909,162.2522508793391,118.0,83.0,76.0,173.0,61.74774912066091,60.0,85.0,98.73874560330457,165.7477491206609,134.0,113.0,1,8,8,1,1,10
59068,0.0024,0.0903,0.2222,0.1221,0.022,0.0415,0.4663,0.1538,0.3271,1.3159,117.0379978518968,129.5189989259484,117.0,139.0,113.5189989259484,50.0,78.0,97.5189989259484,64.48100107405159,80.51899892594841,162.5189989259484,118.0,83.0,76.0,173.0,61.4810010740516,60.0,85.0,97.40500537025795,165.4810010740516,134.0,113.0,1,8,8,1,1,10
59069,0.0024,0.1001,0.2466,0.1416,0.0415,0.0635,0.4736,0.1392,0.3369,1.3916,117.57159571442308,129.78579785721155,117.0,139.0,113.78579785721152,50.0,78.0,97.78579785721152,64.21420214278847,80.78579785721153,162.78579785721155,118.0,83.0,76.0,173.0,61.21420214278846,60.0,85.0,96.0710107139423,165.21420214278845,134.0,113.0,1,8,8,1,1,10
59070,0.0024,0.1123,0.2954,0.1611,0.0488,0.0732,0.4688,0.1733,0.3638,1.4111,118.05238530908964,130.0,117.0,139.0,114.0,49.94761469091036,78.0,98.0,63.94761469091036,81.0,163.0,118.0,83.0,76.0,173.05238530908963,60.94761469091036,59.94761469091036,85.05238530908963,94.79045876364144,164.84284407273108,134.0,113.0,1,8,8,1,1,10
59071,0.0024,0.127,0.3345,0.1953,0.0488,0.0732,0.4688,0.21,0.3979,1.4233,118.31899095544888,130.0,117.0,139.0,114.0,49.68100904455114,78.0,98.0,63.68100904455114,81.0,163.0,118.0,83.0,76.0,173.31899095544887,60.68100904455114,59.68100904455114,85.31899095544887,93.72403617820454,164.0430271336534,134.0,113.0,1,8,8,1,1,10
59072,0.0024,0.1294,0.3491,0.21,0.0464,0.0684,0.4419,0.2197,0.3931,1.4258,118.58564745211818,130.0,117.0,139.0,114.0,49.41435254788182,78.0,98.0,63.41435254788182,81.0,163.0,118.0,83.0,76.0,173.5856474521182,60.41435254788182,59.41435254788182,85.58564745211818,92.65741019152726,163.24305764364544,134.0,113.0,1,8,8,1,1,10
59073,0.0024,0.1318,0.3564,0.2124,0.0439,0.061,0.3979,0.2148,0.4126,1.3428,118.85164276243896,130.0,117.0,139.0,114.0,49.14835723756104,78.0,98.0,63.14835723756104,81.0,163.0,118.0,83.0,76.0,173.85164276243896,60.14835723756104,59.14835723756104,85.85164276243897,91.59342895024412,162.4450717126831,134.0,113.0,1,8,8,1,1,10
59074,0.0024,0.144,0.3882,0.2344,0.0464,0.061,0.354,0.2075,0.4858,1.2451,119.1190633625185,130.1190633625185,117.0,139.0,114.1190633625185,48.880936637481504,78.0,98.0,62.880936637481504,81.0,163.1190633625185,117.761873274963,82.8809366374815,76.1190633625185,173.8809366374815,59.880936637481504,59.0,86.0,90.523746549926,161.4046831874075,134.0,113.0,1,8,8,1,1,10
59075,0.0024,0.1611,0.4272,0.2808,0.0513,0.0586,0.3613,0.2222,0.5615,1.2964,119.38595061351182,130.38595061351182,117.0,139.0,114.38595061351182,48.61404938648818,78.0,98.0,62.61404938648818,81.0,163.38595061351182,117.22809877297637,82.61404938648818,76.38595061351182,173.61404938648818,59.61404938648818,59.0,86.0,89.45619754595273,160.0702469324409,134.0,113.0,1,8,8,1,1,10
59076,0.0024,0.1636,0.4175,0.2856,0.0488,0.0537,0.3882,0.2319,0.5786,1.4038,119.65283786460223,130.65283786460222,117.0,139.0,114.65283786460223,48.347162135397774,78.0,98.0,62.347162135397774,81.0,163.65283786460222,116.69432427079556,82.34716213539777,76.65283786460223,173.34716213539778,59.347162135397774,59.0,86.0,88.3886485415911,158.73581067698888,134.0,113.0,1,8,8,1,1,10
59077,0.0024,0.1538,0.3857,0.2686,0.0464,0.0513,0.4175,0.2344,0.5469,1.438,119.91901246286449,130.9190124628645,117.0,139.0,114.91901246286449,48.08098753713552,78.0,98.0,62.08098753713552,81.0,163.9190124628645,116.16197507427104,82.08098753713551,76.91901246286449,173.0809875371355,59.08098753713552,59.0,86.0,87.32395014854207,157.4049376856776,134.0,113.0,1,8,8,1,1,10
59078,0.0024,0.1392,0.3442,0.2466,0.0415,0.0586,0.4492,0.2246,0.5103,1.4038,120.18579928558523,131.0,117.0,139.18579928558523,115.0,47.81420071441477,78.0,98.0,61.62840142882954,81.0,164.18579928558523,115.81420071441477,82.0,77.0,173.0,58.81420071441477,59.0,86.0,86.44260214324432,156.2568028576591,133.81420071441477,113.0,1,8,8,1,1,10
59079,0.0024,0.1318,0.3369,0.2368,0.0366,0.0635,0.4932,0.2075,0.4761,1.3477,120.45302883721152,131.0,117.0,139.45302883721152,115.0,47.54697116278848,78.0,98.0,61.09394232557696,81.0,164.45302883721152,115.54697116278848,82.0,77.0,173.0,58.54697116278848,59.0,86.0,85.64091348836544,155.18788465115392,133.54697116278848,113.0,1,8,8,1,1,10
59080,0.0024,0.1392,0.3687,0.271,0.0464,0.0757,0.5176,0.1953,0.4639,1.311,120.71969890112732,131.0,117.0,139.71969890112734,115.0,47.28030109887267,78.0,98.0,60.56060219774534,81.0,164.71969890112734,115.28030109887268,82.0,77.0,173.0,58.28030109887267,59.0,86.0,84.84090329661801,154.12120439549068,133.28030109887266,113.0,1,8,8,1,1,10
59081,0.0024,0.166,0.4614,0.3296,0.0562,0.0806,0.5396,0.2075,0.5176,1.2988,120.9857077451508,131.0,117.0,139.9857077451508,115.0,47.0142922548492,78.0,98.0,60.0285845096984,81.0,164.9857077451508,115.0142922548492,82.0,77.0,173.0,58.0142922548492,59.0,86.0,84.04287676454759,153.05716901939678,133.0142922548492,113.0,1,8,8,1,1,10
